Frame,Min_Temp,Max_Temp,Mean_Temp,Std_Temp,Median_Temp,Q1,Q3,IQR,Skewness,Kurtosis,High_Temp_Pixels,Num_Blobs,Largest_Blob_Area,Mean_Blob_Area,Eccentricity,Extent,Solidity,Orientation
Frame_746.csv,1080.0,1806.0,1256.5765,111.604614,1207.0,1194.0,1293.0,99.0,2.023693323135376,4.702101,3187,5,2974.5,594.9,0.4370554124567047,0.7055265654648957,0.9336158192090396,158.59463500976562
Frame_747.csv,1090.0,1795.0,1237.0393,113.79704,1188.0,1176.0,1265.0,89.0,2.091179847717285,4.7930655,3450,5,3215.0,643.0,0.5161439714461101,0.7007410636442895,0.9395090590298071,174.8941650390625
Frame_748.csv,1115.0,1848.0,1272.6803,123.27147,1217.0,1204.0,1305.0,101.0,2.0025246143341064,4.2085657,3575,6,3454.5,575.75,0.5306684859457473,0.6493421052631579,0.927880741337631,122.28300476074219
Frame_749.csv,1035.0,1706.0,1201.7172,106.26194,1153.0,1141.0,1240.0,99.0,1.9410697221755981,4.063689,3437,7,3320.5,474.35714285714283,0.6099119693190143,0.659221758983522,0.9297214055718885,144.82334899902344
Frame_750.csv,1108.0,1847.0,1221.4583,74.76069,1208.0,1181.0,1232.0,51.0,3.7519328594207764,21.284899,2292,19,2123.0,114.0,0.6958284918955503,0.5339537223340041,0.757673090649536,170.4610137939453
Frame_751.csv,1096.0,1773.0,1280.6649,127.339,1226.0,1212.0,1330.0,118.0,1.7091712951660156,2.3268561,4135,11,4008.0,364.3636363636364,0.5165747435263044,0.6626984126984127,0.9324182854484122,95.12945556640625
Frame_752.csv,1108.0,1724.0,1264.5299,110.68373,1221.0,1196.0,1311.0,115.0,1.696521282196045,2.7371273,3588,9,3458.0,384.22222222222223,0.573421345494492,0.6675675675675675,0.9257127559898274,127.73880004882812
Frame_753.csv,1099.0,1805.0,1283.603,119.38072,1229.0,1216.0,1318.0,102.0,1.8871406316757202,3.4787831,3648,9,3530.5,392.27777777777777,0.4368592192148417,0.6448401826484018,0.9328841326463205,133.18338012695312
Frame_754.csv,1088.0,1752.0,1273.1805,114.381065,1229.0,1203.0,1319.0,116.0,1.6660609245300293,2.6136794,3676,11,3560.5,323.6818181818182,0.4331102555008048,0.6086324786324786,0.9176546391752577,118.5497055053711
Frame_755.csv,1082.0,1738.0,1265.2693,113.09469,1221.0,1196.0,1317.0,121.0,1.6471912860870361,2.6073956,3706,4,3450.5,862.625,0.5904433680461437,0.6589954163483576,0.9361096039066739,110.04185485839844
Frame_756.csv,1092.0,1772.0,1277.1715,115.3701,1234.0,1208.0,1318.0,110.0,1.7607523202896118,3.0320096,3705,10,3596.0,359.6,0.4865404534435732,0.6970343089746075,0.9330565646081993,115.75405883789062
Frame_757.csv,1136.0,1821.0,1298.3672,119.96083,1253.0,1227.0,1339.0,112.0,1.8324819803237915,3.316112,3593,14,3462.5,247.32142857142858,0.4017472896527262,0.6323046018991965,0.9295302013422819,153.07107543945312
Frame_758.csv,1123.0,1783.0,1283.4193,115.95645,1239.0,1213.0,1324.0,111.0,1.7433873414993286,2.966155,3590,4,3467.5,866.875,0.41170689941317923,0.6517857142857143,0.9145456943162337,154.6911163330078
Frame_759.csv,1105.0,1791.0,1290.0438,115.918495,1237.0,1223.0,1327.0,104.0,1.8104742765426636,3.179133,3826,6,3576.0,596.0,0.48280394883950833,0.6806242862580891,0.9276264591439689,126.84147644042969
Frame_760.csv,1133.0,1838.0,1294.3978,119.37547,1238.0,1225.0,1337.0,112.0,1.8869919776916504,3.7073846,3594,7,3483.5,497.64285714285717,0.4422889501957975,0.6731400966183575,0.936802474115907,97.12248992919922
Frame_761.csv,1094.0,1741.0,1260.2069,107.525085,1216.0,1193.0,1293.0,100.0,1.9171229600906372,3.6930332,3790,7,3536.0,505.14285714285717,0.6188966707642286,0.671604938271605,0.9347079037800687,104.65308380126953
Frame_762.csv,1090.0,1728.0,1238.3179,108.311134,1188.0,1176.0,1273.0,97.0,1.8533488512039185,3.564808,3460,13,3338.0,256.7692307692308,0.46144828186924675,0.6623015873015873,0.9224816913085533,128.6859893798828
Frame_763.csv,1080.0,1802.0,1263.4277,119.00105,1219.0,1194.0,1301.0,107.0,1.895525336265564,3.6728196,3561,11,3442.5,312.95454545454544,0.4241668421353451,0.6549657534246576,0.9363525091799265,123.61624145507812
Frame_764.csv,1081.0,1792.0,1264.614,120.08723,1208.0,1195.0,1303.0,108.0,1.8394725322723389,3.324829,3721,7,3522.0,503.14285714285717,0.5214300304081472,0.6519807478711588,0.9313764379214597,140.21986389160156
Frame_765.csv,1110.0,1803.0,1282.2094,111.0509,1235.0,1212.0,1314.0,102.0,1.9550610780715942,4.0508575,3462,7,3359.0,479.85714285714283,0.6348883075543204,0.6835571835571835,0.9412918593246462,104.51850128173828
Frame_766.csv,1097.0,1827.0,1280.8237,116.13803,1227.0,1213.0,1323.0,110.0,1.9001176357269287,3.987463,3268,6,3148.5,524.75,0.6043462494655667,0.7168715846994536,0.9271201413427562,103.45108795166016
Frame_767.csv,1092.0,1848.0,1278.9132,123.81939,1233.0,1208.0,1317.0,109.0,1.9632989168167114,3.9996867,3586,7,3466.0,495.14285714285717,0.13660773459221195,0.7074913247601551,0.9288489883424896,166.2513427734375
Frame_768.csv,1106.0,1790.0,1275.2251,106.721146,1230.0,1207.0,1315.0,108.0,1.9743714332580566,4.332717,3368,4,3266.0,816.5,0.468765089356327,0.6990582191780822,0.9363532110091743,98.94498443603516
Frame_769.csv,1070.0,1740.0,1216.9946,110.652855,1166.0,1154.0,1255.0,101.0,1.944704532623291,4.092627,3457,9,3345.0,371.6666666666667,0.3777743759930077,0.6738517324738115,0.9390791690061763,125.28768920898438
Frame_770.csv,1073.0,1779.0,1250.79,111.77705,1210.0,1186.0,1284.0,98.0,1.979087233543396,4.247379,3419,8,3300.5,412.5625,0.5963911398947103,0.6640845070422535,0.9318181818181818,137.29856872558594
Frame_771.csv,1069.0,1823.0,1248.5962,120.0495,1205.0,1181.0,1286.0,105.0,2.0362110137939453,4.478399,3519,12,3391.0,282.5833333333333,0.45970256761353706,0.6839451391690198,0.926249658563234,101.26296997070312
Frame_772.csv,1096.0,1815.0,1282.3582,115.41883,1238.0,1212.0,1330.0,118.0,1.785142421722412,3.4394207,3376,10,3257.5,325.75,0.5407229852337014,0.6843487394957983,0.9212386877828054,135.52572631835938
Frame_773.csv,1082.0,1751.0,1226.0842,106.95674,1179.0,1167.0,1263.0,96.0,2.029069662094116,4.725911,3241,2,3139.0,1569.5,0.1492032126840007,0.7098597919493442,0.9392579293836026,85.05762481689453
Frame_774.csv,1066.0,1786.0,1241.2754,113.17766,1190.0,1177.0,1282.0,105.0,2.050410747528076,4.6375732,3334,7,3210.5,458.64285714285717,0.5400533520085347,0.6860042735042735,0.9285610990600145,112.99407196044922
Frame_775.csv,1065.0,1752.0,1248.8243,99.45735,1211.0,1188.0,1280.0,92.0,2.0995683670043945,5.0660496,3348,3,3230.5,1076.8333333333333,0.7776880824726066,0.5841772151898734,0.8917874396135266,128.5111083984375
Frame_776.csv,1113.0,1850.0,1257.8062,84.326004,1232.0,1217.0,1258.0,41.0,3.308485269546509,14.084312,2766,10,2609.5,261.0,0.8286748468855504,0.4914312617702448,0.7280970982142857,102.0552749633789
Frame_777.csv,1116.0,1761.0,1288.5156,107.64389,1242.0,1218.0,1328.0,110.0,1.840604305267334,3.4223828,3586,7,3468.5,495.5,0.46471695905987565,0.6695945945945946,0.9234558040468583,142.3973846435547
Frame_778.csv,1073.0,1743.0,1253.0831,113.57483,1210.0,1186.0,1291.0,105.0,1.8270931243896484,3.267321,3638,8,3527.0,440.875,0.3703640303679531,0.6712980586220023,0.9376578492622624,115.57109069824219
Frame_779.csv,1117.0,1781.0,1276.8523,119.36749,1232.0,1206.0,1315.0,109.0,1.7767282724380493,3.0238075,3749,7,3487.5,498.2142857142857,0.5550755825251183,0.6838235294117647,0.9189723320158103,121.2175521850586
Frame_780.csv,1090.0,1770.0,1269.9863,114.89866,1219.0,1206.0,1307.0,101.0,1.7866119146347046,3.133418,3662,11,3524.5,320.40909090909093,0.39198976436512856,0.6613811221617564,0.9153356706921179,124.23149108886719
Frame_781.csv,1091.0,1791.0,1280.4462,117.6534,1233.0,1207.0,1331.0,124.0,1.742397665977478,3.0272193,3525,7,3402.5,486.07142857142856,0.4942941079086849,0.6312615955473099,0.9225867678958786,119.82490539550781
Frame_782.csv,1127.0,1799.0,1318.681,114.71568,1276.0,1249.0,1365.0,116.0,1.6539560556411743,2.5298471,3655,7,3526.5,503.7857142857143,0.5219069325843314,0.6199894514767933,0.9067883774749292,115.78377532958984
Frame_783.csv,1109.0,1872.0,1296.6477,121.92375,1241.0,1227.0,1332.0,105.0,2.027083396911621,4.3930597,3424,6,3308.5,551.4166666666666,0.5057958989559489,0.6764465344510325,0.9288321167883211,154.33863830566406
Frame_784.csv,1093.0,1787.0,1278.4626,116.51626,1234.0,1209.0,1325.0,116.0,1.760223150253296,3.0772862,3627,10,3502.0,350.2,0.5604365032685821,0.640570696908725,0.9223070845404266,116.49624633789062
Frame_785.csv,1101.0,1793.0,1258.0703,118.25777,1213.0,1188.0,1308.0,120.0,1.8401378393173218,3.5428476,3470,8,3250.5,406.3125,0.490682303101231,0.6459658187599364,0.9234375,112.15880584716797
